activity;case;start;end;type;user
confirm travel expense report;1373;03.04.2017 07:49:00;03.04.2017 07:51:00;Employee;TK1856
decide on travel expense approval;1373;03.04.2017 14:03:00;03.04.2017 14:06:00;Manager;CV4719
send original documents to archive;1373;10.04.2017 06:59:00;10.04.2017 07:03:00;Employee;TK1856
calculate payments;1373;24.04.2017 11:07:00;24.04.2017 12:06:00;Accounting;JH2172
pay expenses;1373;01.05.2017 11:17:00;01.05.2017 11:24:00;Accounting;JH2172
correct request;1374;13.01.2017 11:12:00;13.01.2017 11:33:00;Employee;VB2884
decide on approval requirements;1374;13.01.2017 11:33:00;13.01.2017 11:34:00;;
forward request to approver;1374;13.01.2017 11:35:00;13.01.2017 11:35:00;;
check if booking is necessary;1374;18.01.2017 07:59:00;18.01.2017 08:01:00;Travel Department;AW2532
prepare booking proposal;1374;20.01.2017 13:32:00;20.01.2017 15:11:00;Travel Department;AW2532
send booking proposal to employee;1374;26.01.2017 07:59:00;26.01.2017 08:01:00;Travel Department;AW2532
check booking proposal;1374;26.01.2017 10:29:00;26.01.2017 10:34:00;Employee;VB2884
book travel;1374;30.01.2017 14:08:00;30.01.2017 16:42:00;Travel Department;AW2532
check if expense documents exist;1374;22.02.2017 18:27:00;22.02.2017 19:29:00;Employee;VB2884
upload travel expense documents;1374;22.02.2017 19:29:00;22.02.2017 19:44:00;Employee;VB2884
file travel expense report;1374;22.02.2017 19:44:00;22.02.2017 19:55:00;Employee;VB2884
confirm travel expense report;1374;22.02.2017 19:55:00;22.02.2017 19:56:00;Employee;VB2884
decide on travel expense approval;1374;23.02.2017 12:59:00;23.02.2017 13:02:00;Manager;IC4569
send original documents to archive;1374;27.02.2017 05:59:00;27.02.2017 06:40:00;Employee;VB2884
calculate payments;1374;15.03.2017 13:04:00;15.03.2017 13:46:00;Accounting;FI12
pay expenses;1374;03.04.2017 09:39:00;03.04.2017 10:45:00;Accounting;FI12
prepare booking proposal;1375;02.01.2017 04:47:00;03.01.2017 12:09:00;Travel Department;JV9257
send booking proposal to employee;1375;05.01.2017 12:21:00;05.01.2017 12:25:00;Travel Department;JV9257
check booking proposal;1375;05.01.2017 16:19:00;05.01.2017 16:21:00;Employee;GD8003
book travel;1375;10.01.2017 09:20:00;10.01.2017 10:35:00;Travel Department;JV9257
check if expense documents exist;1375;30.01.2017 05:59:00;30.01.2017 06:19:00;Employee;GD8003
upload travel expense documents;1375;30.01.2017 06:19:00;30.01.2017 06:34:00;Employee;GD8003
file travel expense report;1375;30.01.2017 06:34:00;30.01.2017 06:43:00;Employee;GD8003
confirm travel expense report;1375;30.01.2017 06:43:00;30.01.2017 06:46:00;Employee;GD8003
decide on travel expense approval;1375;30.01.2017 13:05:00;30.01.2017 13:07:00;Manager;CV4719
send request for travel expense correction;1375;30.01.2017 13:07:00;30.01.2017 13:09:00;;
correct travel expense report;1375;06.02.2017 19:28:00;06.02.2017 19:52:00;Employee;GD8003
decide on travel expense approval;1375;07.02.2017 12:59:00;07.02.2017 13:01:00;Manager;CV4719
send original documents to archive;1375;08.02.2017 05:59:00;08.02.2017 06:18:00;Employee;GD8003
calculate payments;1375;13.03.2017 08:27:00;13.03.2017 08:58:00;Accounting;CX8911
pay expenses;1375;29.03.2017 08:07:00;29.03.2017 09:19:00;Accounting;CX8911
check if expense documents exist;1376;15.03.2017 10:55:00;15.03.2017 10:58:00;Employee;XL3409
upload travel expense documents;1376;15.03.2017 10:58:00;15.03.2017 11:20:00;Employee;XL3409
file travel expense report;1376;15.03.2017 11:20:00;15.03.2017 11:28:00;Employee;XL3409
confirm travel expense report;1376;15.03.2017 11:28:00;15.03.2017 11:29:00;Employee;XL3409
decide on travel expense approval;1376;15.03.2017 13:01:00;15.03.2017 13:05:00;Manager;MV9004
send original documents to archive;1376;03.04.2017 05:59:00;03.04.2017 07:24:00;Employee;XL3409
calculate payments;1376;18.04.2017 07:59:00;18.04.2017 09:42:00;Accounting;CX8911
pay expenses;1376;24.04.2017 11:29:00;24.04.2017 11:37:00;Accounting;CX8911
check if expense documents exist;1377;20.03.2017 05:59:00;20.03.2017 06:21:00;Employee;JR7161
file travel expense report;1377;20.03.2017 06:21:00;20.03.2017 06:35:00;Employee;JR7161
confirm travel expense report;1377;20.03.2017 06:35:00;20.03.2017 06:36:00;Employee;JR7161
decide on travel expense approval;1377;20.03.2017 13:03:00;20.03.2017 13:07:00;Manager;OX4346
send original documents to archive;1377;29.03.2017 06:43:00;29.03.2017 07:59:00;Employee;JR7161
calculate payments;1377;26.04.2017 15:48:00;26.04.2017 17:04:00;Accounting;GU1789
pay expenses;1377;15.05.2017 10:29:00;15.05.2017 10:36:00;Accounting;GU1789
send booking proposal to employee;1378;04.01.2017 12:10:00;04.01.2017 12:10:00;Travel Department;KS9688
check booking proposal;1378;04.01.2017 12:44:00;04.01.2017 12:47:00;Employee;TY110
check if travel request is still needed and up to date;1378;09.01.2017 05:59:00;09.01.2017 06:29:00;Employee;TY110
check booking proposal;1379;02.01.2017 08:50:00;02.01.2017 08:54:00;Employee;PQ7297
check if price inquiry is still needed and up to date;1379;09.01.2017 05:59:00;09.01.2017 06:10:00;Employee;PQ7297
send booking proposal to employee;1380;02.01.2017 15:53:00;03.01.2017 14:07:00;Travel Department;JV9257
check booking proposal;1380;03.01.2017 14:36:00;03.01.2017 14:45:00;Employee;NA4675
book travel;1380;05.01.2017 14:08:00;05.01.2017 14:50:00;Travel Department;JV9257
check if expense documents exist;1380;06.02.2017 05:59:00;06.02.2017 06:16:00;Employee;NA4675
upload travel expense documents;1380;06.02.2017 06:16:00;06.02.2017 06:24:00;Employee;NA4675
file travel expense report;1380;06.02.2017 06:24:00;06.02.2017 06:27:00;Employee;NA4675
confirm travel expense report;1380;06.02.2017 06:27:00;06.02.2017 06:29:00;Employee;NA4675
decide on travel expense approval;1380;06.02.2017 12:59:00;06.02.2017 13:03:00;Manager;MV9004
calculate payments;1380;22.02.2017 09:16:00;22.02.2017 10:01:00;Accounting;JH2172
send original documents to archive;1380;23.02.2017 05:59:00;23.02.2017 06:58:00;Employee;NA4675
pay expenses;1380;02.03.2017 13:22:00;02.03.2017 13:31:00;Accounting;JH2172
check if expense documents exist;1381;23.01.2017 05:59:00;23.01.2017 06:25:00;Employee;VP4411
upload travel expense documents;1381;23.01.2017 06:25:00;23.01.2017 06:42:00;Employee;VP4411
file travel expense report;1381;23.01.2017 06:42:00;23.01.2017 06:48:00;Employee;VP4411
confirm travel expense report;1381;23.01.2017 06:48:00;23.01.2017 06:50:00;Employee;VP4411
decide on travel expense approval;1381;23.01.2017 13:03:00;23.01.2017 13:05:00;Manager;LV1269
send original documents to archive;1381;08.02.2017 05:59:00;08.02.2017 06:17:00;Employee;VP4411
calculate payments;1381;28.02.2017 08:27:00;28.02.2017 08:45:00;Accounting;CX8911
pay expenses;1381;09.03.2017 08:03:00;09.03.2017 08:10:00;Accounting;CX8911
check booking proposal;1382;02.01.2017 11:08:00;02.01.2017 11:13:00;Employee;CI1943
check if price inquiry is still needed and up to date;1382;09.01.2017 05:59:00;09.01.2017 06:12:00;Employee;CI1943
request update of the booking proposal;1382;09.01.2017 06:12:00;09.01.2017 06:12:00;Employee;CI1943
prepare booking proposal;1382;11.01.2017 10:32:00;11.01.2017 12:24:00;Travel Department;WG5857
send booking proposal to employee;1382;16.01.2017 10:13:00;16.01.2017 10:16:00;Travel Department;WG5857
check booking proposal;1382;16.01.2017 10:43:00;16.01.2017 10:45:00;Employee;CI1943
transform price inquiry to travel request;1382;16.01.2017 10:47:00;16.01.2017 10:47:00;Employee;CI1943
decide on approval requirements;1382;16.01.2017 10:47:00;16.01.2017 10:49:00;;
check if booking is necessary;1382;18.01.2017 15:17:00;18.01.2017 15:21:00;Travel Department;WG5857
prepare booking proposal;1382;23.01.2017 12:39:00;23.01.2017 13:04:00;Travel Department;WG5857
send booking proposal to employee;1382;26.01.2017 15:50:00;26.01.2017 15:52:00;Travel Department;WG5857
check booking proposal;1382;26.01.2017 16:09:00;26.01.2017 16:16:00;Employee;CI1943
book travel;1382;31.01.2017 12:14:00;31.01.2017 15:57:00;Travel Department;WG5857
check if expense documents exist;1382;28.03.2017 15:29:00;28.03.2017 16:45:00;Employee;CI1943
upload travel expense documents;1382;28.03.2017 16:45:00;28.03.2017 16:55:00;Employee;CI1943
file travel expense report;1382;28.03.2017 16:55:00;28.03.2017 17:04:00;Employee;CI1943
confirm travel expense report;1382;28.03.2017 17:04:00;28.03.2017 17:07:00;Employee;CI1943
decide on travel expense approval;1382;29.03.2017 13:59:00;29.03.2017 14:00:00;Manager;DY1868
send original documents to archive;1382;10.04.2017 06:59:00;10.04.2017 07:16:00;Employee;CI1943
calculate payments;1382;01.05.2017 08:59:00;01.05.2017 09:51:00;Accounting;JH2172
pay expenses;1382;15.05.2017 11:37:00;15.05.2017 11:46:00;Accounting;JH2172
check booking proposal;1383;02.01.2017 13:56:00;02.01.2017 14:01:00;Employee;TV9271
transform price inquiry to travel request;1383;02.01.2017 14:05:00;02.01.2017 14:05:00;Employee;TV9271
decide on approval requirements;1383;02.01.2017 14:05:00;02.01.2017 14:06:00;;
check if booking is necessary;1383;04.01.2017 14:47:00;04.01.2017 14:52:00;Travel Department;NV2279
prepare booking proposal;1383;06.01.2017 13:52:00;06.01.2017 14:31:00;Travel Department;NV2279
send booking proposal to employee;1383;10.01.2017 14:03:00;10.01.2017 14:05:00;Travel Department;NV2279
check booking proposal;1383;10.01.2017 18:35:00;10.01.2017 18:41:00;Employee;TV9271
book travel;1383;13.01.2017 12:26:00;13.01.2017 15:53:00;Travel Department;NV2279
check if expense documents exist;1383;23.01.2017 05:59:00;23.01.2017 06:15:00;Employee;TV9271
upload travel expense documents;1383;23.01.2017 06:15:00;23.01.2017 06:28:00;Employee;TV9271
file travel expense report;1383;23.01.2017 06:28:00;23.01.2017 06:39:00;Employee;TV9271
confirm travel expense report;1383;23.01.2017 06:39:00;23.01.2017 06:39:00;Employee;TV9271
decide on travel expense approval;1383;23.01.2017 13:00:00;23.01.2017 13:02:00;Manager;TF7102
send original documents to archive;1383;06.02.2017 20:40:00;06.02.2017 20:52:00;Employee;TV9271
calculate payments;1383;14.02.2017 07:59:00;14.02.2017 08:53:00;Accounting;FI12
pay expenses;1383;06.03.2017 09:50:00;06.03.2017 09:55:00;Accounting;FI12
check if expense documents exist;1384;10.03.2017 17:33:00;10.03.2017 17:43:00;Employee;LI6854
upload travel expense documents;1384;10.03.2017 17:43:00;10.03.2017 17:46:00;Employee;LI6854
file travel expense report;1384;10.03.2017 17:46:00;10.03.2017 17:55:00;Employee;LI6854
confirm travel expense report;1384;10.03.2017 17:55:00;10.03.2017 17:57:00;Employee;LI6854
decide on travel expense approval;1384;13.03.2017 12:59:00;13.03.2017 13:06:00;Manager;DY1868
send request for travel expense correction;1384;13.03.2017 13:06:00;13.03.2017 13:08:00;;
correct travel expense report;1384;20.03.2017 05:59:00;20.03.2017 06:19:00;Employee;LI6854
decide on travel expense approval;1384;20.03.2017 12:59:00;20.03.2017 13:03:00;Manager;DY1868
send original documents to archive;1384;05.04.2017 05:59:00;05.04.2017 07:37:00;Employee;LI6854
calculate payments;1384;28.04.2017 11:19:00;28.04.2017 13:18:00;Accounting;GR7476
pay expenses;1384;08.05.2017 08:59:00;08.05.2017 09:03:00;Accounting;GR7476
check booking proposal;1385;02.01.2017 11:35:00;02.01.2017 11:43:00;Employee;GK1844
transform price inquiry to travel request;1385;02.01.2017 11:50:00;02.01.2017 11:50:00;Employee;GK1844
decide on approval requirements;1385;02.01.2017 11:50:00;02.01.2017 11:50:00;;
check if booking is necessary;1385;04.01.2017 12:48:00;04.01.2017 12:51:00;Travel Department;AW2532
check if expense documents exist;1385;13.03.2017 05:59:00;13.03.2017 06:15:00;Employee;GK1844
upload travel expense documents;1385;13.03.2017 06:15:00;13.03.2017 06:25:00;Employee;GK1844
file travel expense report;1385;13.03.2017 06:25:00;13.03.2017 06:39:00;Employee;GK1844
confirm travel expense report;1385;13.03.2017 06:39:00;13.03.2017 06:40:00;Employee;GK1844
decide on travel expense approval;1385;13.03.2017 13:02:00;13.03.2017 13:04:00;Manager;DY1868
send original documents to archive;1385;30.03.2017 11:53:00;30.03.2017 13:20:00;Employee;GK1844
calculate payments;1385;07.04.2017 08:24:00;07.04.2017 10:05:00;Accounting;VA7847
pay expenses;1385;24.04.2017 09:57:00;24.04.2017 10:05:00;Accounting;VA7847
correct request;1386;07.01.2017 13:07:00;07.01.2017 14:49:00;Employee;WC3219
decide on approval requirements;1386;07.01.2017 14:49:00;07.01.2017 14:49:00;;
forward request to approver;1386;07.01.2017 14:49:00;07.01.2017 14:49:00;;
check if booking is necessary;1386;11.01.2017 10:07:00;11.01.2017 10:12:00;Travel Department;JV9257
prepare booking proposal;1386;13.01.2017 14:59:00;13.01.2017 16:22:00;Travel Department;JV9257
send booking proposal to employee;1386;18.01.2017 10:12:00;18.01.2017 10:13:00;Travel Department;JV9257
check booking proposal;1386;18.01.2017 13:27:00;18.01.2017 13:31:00;Employee;WC3219
book travel;1386;23.01.2017 09:16:00;23.01.2017 11:45:00;Travel Department;JV9257
check if expense documents exist;1386;13.03.2017 05:59:00;13.03.2017 06:36:00;Employee;WC3219
file travel expense report;1386;13.03.2017 06:36:00;13.03.2017 06:42:00;Employee;WC3219
confirm travel expense report;1386;13.03.2017 06:42:00;13.03.2017 06:45:00;Employee;WC3219
decide on travel expense approval;1386;13.03.2017 13:04:00;13.03.2017 13:05:00;Manager;IC4569
send request for travel expense correction;1386;13.03.2017 13:05:00;13.03.2017 13:07:00;;
correct travel expense report;1386;20.03.2017 05:59:00;20.03.2017 06:31:00;Employee;WC3219
decide on travel expense approval;1386;20.03.2017 13:00:00;20.03.2017 13:03:00;Manager;IC4569
send request for travel expense correction;1386;20.03.2017 13:03:00;20.03.2017 13:04:00;;
correct travel expense report;1386;30.03.2017 11:00:00;30.03.2017 13:09:00;Employee;WC3219
decide on travel expense approval;1386;30.03.2017 14:02:00;30.03.2017 14:04:00;Manager;IC4569
send original documents to archive;1386;10.04.2017 06:59:00;10.04.2017 07:38:00;Employee;WC3219
calculate payments;1386;04.05.2017 08:59:00;04.05.2017 09:28:00;Accounting;WE5108
pay expenses;1386;18.05.2017 08:59:00;18.05.2017 09:11:00;Accounting;WE5108
send booking proposal to employee;1387;04.01.2017 13:29:00;04.01.2017 13:31:00;Travel Department;JV9257
check booking proposal;1387;04.01.2017 18:22:00;04.01.2017 18:27:00;Employee;KH7319
check if travel request is still needed and up to date;1387;12.01.2017 05:59:00;12.01.2017 06:41:00;Employee;KH7319
request update of the booking proposal;1387;12.01.2017 06:41:00;12.01.2017 06:41:00;Employee;KH7319
prepare booking proposal;1387;17.01.2017 08:14:00;17.01.2017 09:38:00;Travel Department;JV9257
send booking proposal to employee;1387;19.01.2017 12:02:00;19.01.2017 12:07:00;Travel Department;JV9257
check booking proposal;1387;19.01.2017 13:27:00;19.01.2017 13:28:00;Employee;KH7319
book travel;1387;24.01.2017 15:08:00;24.01.2017 18:46:00;Travel Department;JV9257
check if expense documents exist;1387;02.05.2017 06:59:00;02.05.2017 07:28:00;Employee;KH7319
upload travel expense documents;1387;02.05.2017 07:28:00;02.05.2017 07:37:00;Employee;KH7319
file travel expense report;1387;02.05.2017 07:37:00;02.05.2017 07:52:00;Employee;KH7319
confirm travel expense report;1387;02.05.2017 07:52:00;02.05.2017 07:53:00;Employee;KH7319
decide on travel expense approval;1387;02.05.2017 13:59:00;02.05.2017 14:01:00;Manager;AK7488
send original documents to archive;1387;08.05.2017 06:59:00;08.05.2017 07:20:00;Employee;KH7319
calculate payments;1387;31.05.2017 13:26:00;31.05.2017 14:27:00;Accounting;VA7847
pay expenses;1387;09.06.2017 08:59:00;09.06.2017 09:04:00;Accounting;VA7847
send booking proposal to employee;1388;04.01.2017 13:31:00;04.01.2017 13:34:00;Travel Department;WG5857
check booking proposal;1388;04.01.2017 19:12:00;04.01.2017 19:15:00;Employee;PO8639
book travel;1388;09.01.2017 08:03:00;09.01.2017 11:19:00;Travel Department;WG5857
check if expense documents exist;1388;27.04.2017 20:38:00;27.04.2017 21:25:00;Employee;PO8639
upload travel expense documents;1388;27.04.2017 21:25:00;27.04.2017 21:35:00;Employee;PO8639
file travel expense report;1388;27.04.2017 21:35:00;27.04.2017 21:52:00;Employee;PO8639
confirm travel expense report;1388;27.04.2017 21:52:00;27.04.2017 21:54:00;Employee;PO8639
decide on travel expense approval;1388;28.04.2017 13:59:00;28.04.2017 14:00:00;Manager;YS1169
send original documents to archive;1388;10.05.2017 15:14:00;10.05.2017 15:29:00;Employee;PO8639
calculate payments;1388;13.06.2017 08:59:00;13.06.2017 10:01:00;Accounting;GR7476
pay expenses;1388;20.06.2017 09:20:00;20.06.2017 09:26:00;Accounting;GR7476
check booking proposal;1389;02.01.2017 13:22:00;02.01.2017 13:27:00;Employee;QE8049
transform price inquiry to travel request;1389;02.01.2017 13:29:00;02.01.2017 13:29:00;Employee;QE8049
decide on approval requirements;1389;02.01.2017 13:29:00;02.01.2017 13:30:00;;
check if booking is necessary;1389;04.01.2017 13:34:00;04.01.2017 13:40:00;Travel Department;KS9688
check if expense documents exist;1389;09.03.2017 05:59:00;09.03.2017 06:45:00;Employee;QE8049
file travel expense report;1389;09.03.2017 06:45:00;09.03.2017 06:48:00;Employee;QE8049
confirm travel expense report;1389;09.03.2017 06:48:00;09.03.2017 06:52:00;Employee;QE8049
decide on travel expense approval;1389;09.03.2017 13:01:00;09.03.2017 13:01:00;Manager;MV9004
send request for travel expense correction;1389;09.03.2017 13:01:00;09.03.2017 13:02:00;;
correct travel expense report;1389;14.03.2017 05:59:00;14.03.2017 06:57:00;Employee;QE8049
decide on travel expense approval;1389;14.03.2017 12:59:00;14.03.2017 13:02:00;Manager;MV9004
send request for travel expense correction;1389;14.03.2017 13:02:00;14.03.2017 13:02:00;;
correct travel expense report;1389;24.03.2017 11:32:00;24.03.2017 12:21:00;Employee;QE8049
