activity;case;start;end
check if booking is necessary;5681;04.10.2017 13:36;04.10.2017 13:41
check if expense documents exist;5681;09.11.2017 05:59;09.11.2017 06:37
upload travel expense documents;5681;09.11.2017 06:37;09.11.2017 06:42
file travel expense report;5681;09.11.2017 06:42;09.11.2017 06:52
confirm travel expense report;5681;09.11.2017 06:52;09.11.2017 06:55
decide on travel expense approval;5681;09.11.2017 12:59;09.11.2017 13:02
send original documents to archive;5681;24.11.2017 13:12;24.11.2017 13:32
calculate payments;5681;27.11.2017 10:20;27.11.2017 11:15
pay expenses;5681;06.12.2017 09:17;06.12.2017 09:26
file travel request;5682;21.09.2017 18:06;21.09.2017 18:27
check if travel request needs preliminary price inquiry;5682;21.09.2017 18:27;21.09.2017 18:27
decide on approval requirements;5682;21.09.2017 18:27;21.09.2017 18:29
check if booking is necessary;5682;04.10.2017 14:11;04.10.2017 14:14
check if expense documents exist;5682;01.11.2017 05:59;01.11.2017 06:38
upload travel expense documents;5682;01.11.2017 06:38;01.11.2017 06:49
file travel expense report;5682;01.11.2017 06:49;01.11.2017 06:57
confirm travel expense report;5682;01.11.2017 06:57;01.11.2017 07:01
decide on travel expense approval;5682;01.11.2017 13:02;01.11.2017 13:06
send original documents to archive;5682;09.11.2017 14:11;09.11.2017 14:46
calculate payments;5682;04.12.2017 07:59;04.12.2017 08:13
pay expenses;5682;22.12.2017 07:59;22.12.2017 08:10
file travel request;5706;25.09.2017 06:59;25.09.2017 07:22
check if travel request needs preliminary price inquiry;5706;25.09.2017 07:22;25.09.2017 07:22
decide on approval requirements;5706;25.09.2017 07:22;25.09.2017 07:24
check if booking is necessary;5706;05.10.2017 16:38;05.10.2017 16:44
check if expense documents exist;5706;19.10.2017 11:53;19.10.2017 12:34
upload travel expense documents;5706;19.10.2017 12:34;19.10.2017 12:41
file travel expense report;5706;19.10.2017 12:41;19.10.2017 12:55
confirm travel expense report;5706;19.10.2017 12:55;19.10.2017 13:00
decide on travel expense approval;5706;19.10.2017 14:00;19.10.2017 14:02
send request for travel expense correction;5706;19.10.2017 14:02;19.10.2017 14:03
correct travel expense report;5706;26.10.2017 06:59;26.10.2017 07:45
decide on travel expense approval;5706;26.10.2017 13:59;26.10.2017 14:01
calculate payments;5706;10.11.2017 08:59;10.11.2017 08:55
send original documents to archive;5706;13.11.2017 06:59;13.11.2017 06:34
pay expenses;5706;04.12.2017 08:13;04.12.2017 08:18
file travel request;5711;25.09.2017 06:59;25.09.2017 07:14
check if travel request needs preliminary price inquiry;5711;25.09.2017 07:14;25.09.2017 07:15
decide on approval requirements;5711;25.09.2017 07:15;25.09.2017 07:15
check if booking is necessary;5711;05.10.2017 15:34;05.10.2017 15:38
check if expense documents exist;5711;07.11.2017 14:23;07.11.2017 15:11
upload travel expense documents;5711;07.11.2017 15:11;07.11.2017 15:22
file travel expense report;5711;07.11.2017 15:22;07.11.2017 15:28
confirm travel expense report;5711;07.11.2017 15:28;07.11.2017 15:28
decide on travel expense approval;5711;08.11.2017 12:59;08.11.2017 13:03
send original documents to archive;5711;24.11.2017 12:57;24.11.2017 13:10
calculate payments;5711;06.12.2017 13:33;06.12.2017 14:19
pay expenses;5711;15.12.2017 08:09;15.12.2017 08:17
file travel request;5719;25.09.2017 06:59;25.09.2017 07:12
check if travel request needs preliminary price inquiry;5719;25.09.2017 07:12;25.09.2017 07:13
decide on approval requirements;5719;25.09.2017 07:13;25.09.2017 07:14
check if booking is necessary;5719;05.10.2017 14:50;05.10.2017 14:52
check if expense documents exist;5719;24.10.2017 11:23;24.10.2017 11:49
upload travel expense documents;5719;24.10.2017 11:49;24.10.2017 12:04
file travel expense report;5719;24.10.2017 12:04;24.10.2017 12:14
confirm travel expense report;5719;24.10.2017 12:14;24.10.2017 12:15
decide on travel expense approval;5719;24.10.2017 14:04;24.10.2017 14:08
send request for travel expense correction;5719;24.10.2017 14:08;24.10.2017 14:09
correct travel expense report;5719;30.10.2017 06:59;30.10.2017 06:43
decide on travel expense approval;5719;30.10.2017 13:05;30.10.2017 13:09
send request for travel expense correction;5719;30.10.2017 13:09;30.10.2017 13:09
correct travel expense report;5719;31.10.2017 05:59;31.10.2017 06:12
decide on travel expense approval;5719;31.10.2017 12:59;31.10.2017 13:01
send original documents to archive;5719;06.11.2017 05:59;06.11.2017 06:27
calculate payments;5719;27.11.2017 08:55;27.11.2017 09:43
pay expenses;5719;08.12.2017 08:14;08.12.2017 08:18
file travel request;5723;25.09.2017 06:59;25.09.2017 07:08
check if travel request needs preliminary price inquiry;5723;25.09.2017 07:08;25.09.2017 07:08
decide on approval requirements;5723;25.09.2017 07:08;25.09.2017 07:10
check if booking is necessary;5723;05.10.2017 14:38;05.10.2017 14:44
check if expense documents exist;5723;13.11.2017 18:17;13.11.2017 19:16
file travel expense report;5723;13.11.2017 19:16;13.11.2017 19:31
confirm travel expense report;5723;13.11.2017 19:31;13.11.2017 19:33
decide on travel expense approval;5723;14.11.2017 12:59;14.11.2017 13:00
send request for travel expense correction;5723;14.11.2017 13:00;14.11.2017 13:01
correct travel expense report;5723;14.11.2017 19:27;14.11.2017 19:33
decide on travel expense approval;5723;15.11.2017 12:59;15.11.2017 13:05
send original documents to archive;5723;20.11.2017 21:48;20.11.2017 21:56
calculate payments;5723;19.12.2017 08:20;19.12.2017 09:21
pay expenses;5723;29.12.2017 12:57;29.12.2017 13:01
file travel request;5729;25.09.2017 06:59;25.09.2017 07:08
check if travel request needs preliminary price inquiry;5729;25.09.2017 07:08;25.09.2017 07:09
decide on approval requirements;5729;25.09.2017 07:09;25.09.2017 07:10
check if booking is necessary;5729;05.10.2017 14:45;05.10.2017 14:50
check if expense documents exist;5729;16.11.2017 05:59;16.11.2017 06:09
upload travel expense documents;5729;16.11.2017 06:09;16.11.2017 06:20
file travel expense report;5729;16.11.2017 06:20;16.11.2017 06:33
confirm travel expense report;5729;16.11.2017 06:33;16.11.2017 06:36
decide on travel expense approval;5729;16.11.2017 12:59;16.11.2017 13:01
send original documents to archive;5729;22.11.2017 06:48;22.11.2017 06:59
calculate payments;5729;11.12.2017 08:52;11.12.2017 09:16
pay expenses;5729;18.12.2017 09:03;18.12.2017 09:08
file travel request;5731;25.09.2017 06:59;25.09.2017 07:23
check if travel request needs preliminary price inquiry;5731;25.09.2017 07:23;25.09.2017 07:23
decide on approval requirements;5731;25.09.2017 07:23;25.09.2017 07:24
check if booking is necessary;5731;05.10.2017 16:34;05.10.2017 16:39
check if expense documents exist;5731;24.11.2017 05:59;24.11.2017 06:38
upload travel expense documents;5731;24.11.2017 06:38;24.11.2017 06:48
file travel expense report;5731;24.11.2017 06:48;24.11.2017 06:57
confirm travel expense report;5731;24.11.2017 06:57;24.11.2017 06:59
decide on travel expense approval;5731;24.11.2017 12:59;24.11.2017 13:07
send original documents to archive;5731;08.12.2017 12:18;08.12.2017 12:26
calculate payments;5731;12.12.2017 08:20;12.12.2017 08:38
pay expenses;5731;21.12.2017 07:59;21.12.2017 08:03
file travel request;5781;27.09.2017 22:23;27.09.2017 22:42
check if travel request needs preliminary price inquiry;5781;27.09.2017 22:42;27.09.2017 22:43
decide on approval requirements;5781;27.09.2017 22:43;27.09.2017 22:44
check if booking is necessary;5781;10.10.2017 10:30;10.10.2017 10:34
check if expense documents exist;5781;10.11.2017 05:59;10.11.2017 07:07
upload travel expense documents;5781;10.11.2017 07:07;10.11.2017 07:32
file travel expense report;5781;10.11.2017 07:32;10.11.2017 07:43
confirm travel expense report;5781;10.11.2017 07:43;10.11.2017 07:45
decide on travel expense approval;5781;10.11.2017 12:59;10.11.2017 13:01
send original documents to archive;5781;20.11.2017 05:59;20.11.2017 06:19
calculate payments;5781;04.12.2017 10:58;04.12.2017 11:18
pay expenses;5781;18.12.2017 09:41;18.12.2017 09:51
file travel request;5797;28.09.2017 22:27;28.09.2017 22:46
check if travel request needs preliminary price inquiry;5797;28.09.2017 22:46;28.09.2017 22:47
decide on approval requirements;5797;28.09.2017 22:47;28.09.2017 22:48
forward request to approver;5797;28.09.2017 22:48;28.09.2017 22:50
decide on request;5797;29.09.2017 13:59;29.09.2017 14:04
check if booking is necessary;5797;11.10.2017 14:03;11.10.2017 14:07
upload travel expense documents;5797;03.11.2017 07:55;03.11.2017 08:08
file travel expense report;5797;03.11.2017 08:08;03.11.2017 08:18
confirm travel expense report;5797;03.11.2017 08:18;03.11.2017 08:20
check if expense documents exist;5797;03.11.2017 08:44;03.11.2017 07:55
decide on travel expense approval;5797;03.11.2017 13:02;03.11.2017 13:05
send original documents to archive;5797;14.11.2017 05:59;14.11.2017 06:20
calculate payments;5797;27.11.2017 07:59;27.11.2017 08:49
pay expenses;5797;04.12.2017 08:03;04.12.2017 08:07
file travel request;5800;29.09.2017 06:59;29.09.2017 07:14
check if travel request needs preliminary price inquiry;5800;29.09.2017 07:14;29.09.2017 07:15
decide on approval requirements;5800;29.09.2017 07:15;29.09.2017 07:16
check if booking is necessary;5800;11.10.2017 10:44;11.10.2017 10:49
check if expense documents exist;5800;25.10.2017 06:59;25.10.2017 07:36
upload travel expense documents;5800;25.10.2017 07:36;25.10.2017 07:56
file travel expense report;5800;25.10.2017 07:56;25.10.2017 08:07
confirm travel expense report;5800;25.10.2017 08:07;25.10.2017 08:08
decide on travel expense approval;5800;25.10.2017 14:00;25.10.2017 14:01
send original documents to archive;5800;25.10.2017 19:18;25.10.2017 19:40
calculate payments;5800;29.11.2017 13:13;29.11.2017 12:29
pay expenses;5800;21.12.2017 08:29;21.12.2017 08:33
file travel request;5813;29.09.2017 22:44;29.09.2017 23:10
check if travel request needs preliminary price inquiry;5813;29.09.2017 23:10;29.09.2017 23:12
decide on approval requirements;5813;29.09.2017 23:12;29.09.2017 23:13
forward request to approver;5813;29.09.2017 23:13;29.09.2017 23:15
decide on request;5813;02.10.2017 13:59;02.10.2017 14:02
check if booking is necessary;5813;13.10.2017 12:46;13.10.2017 12:49
check if expense documents exist;5813;04.12.2017 15:54;04.12.2017 16:10
upload travel expense documents;5813;04.12.2017 16:10;04.12.2017 16:25
file travel expense report;5813;04.12.2017 16:25;04.12.2017 16:40
confirm travel expense report;5813;04.12.2017 16:40;04.12.2017 16:41
decide on travel expense approval;5813;05.12.2017 12:59;05.12.2017 13:05
send original documents to archive;5813;14.12.2017 05:59;14.12.2017 06:32
calculate payments;5813;22.12.2017 08:15;22.12.2017 09:05
pay expenses;5813;28.12.2017 08:09;28.12.2017 08:17
file travel request;5815;02.10.2017 06:59;02.10.2017 07:14
check if travel request needs preliminary price inquiry;5815;02.10.2017 07:14;02.10.2017 07:16
decide on approval requirements;5815;02.10.2017 07:16;02.10.2017 07:17
check if booking is necessary;5815;12.10.2017 14:51;12.10.2017 14:55
check if expense documents exist;5815;20.11.2017 12:08;20.11.2017 12:55
upload travel expense documents;5815;20.11.2017 12:55;20.11.2017 13:04
file travel expense report;5815;20.11.2017 13:04;20.11.2017 13:21
confirm travel expense report;5815;20.11.2017 13:21;20.11.2017 13:22
decide on travel expense approval;5815;20.11.2017 13:22;20.11.2017 13:26
send original documents to archive;5815;04.12.2017 09:04;04.12.2017 09:11
calculate payments;5815;12.12.2017 07:59;12.12.2017 08:20
pay expenses;5815;18.12.2017 08:51;18.12.2017 08:55
file travel request;5817;02.10.2017 06:59;02.10.2017 07:21
check if travel request needs preliminary price inquiry;5817;02.10.2017 07:21;02.10.2017 07:21
decide on approval requirements;5817;02.10.2017 07:21;02.10.2017 07:23
check if booking is necessary;5817;12.10.2017 15:25;12.10.2017 15:27
check if expense documents exist;5817;25.10.2017 13:18;25.10.2017 14:10
file travel expense report;5817;25.10.2017 14:10;25.10.2017 14:17
confirm travel expense report;5817;25.10.2017 14:17;25.10.2017 14:20
decide on travel expense approval;5817;25.10.2017 14:20;25.10.2017 14:21
send original documents to archive;5817;06.11.2017 06:59;06.11.2017 06:20
calculate payments;5817;04.12.2017 10:59;04.12.2017 10:49
pay expenses;5817;22.12.2017 07:59;22.12.2017 08:09
file travel request;5825;02.10.2017 06:59;02.10.2017 07:16
check if travel request needs preliminary price inquiry;5825;02.10.2017 07:16;02.10.2017 07:18
decide on approval requirements;5825;02.10.2017 07:18;02.10.2017 07:19
check if booking is necessary;5825;12.10.2017 15:13;12.10.2017 15:14
check if expense documents exist;5825;23.10.2017 09:56;23.10.2017 10:49
upload travel expense documents;5825;23.10.2017 10:49;23.10.2017 10:52
file travel expense report;5825;23.10.2017 10:52;23.10.2017 11:10
confirm travel expense report;5825;23.10.2017 11:10;23.10.2017 11:12
decide on travel expense approval;5825;23.10.2017 14:13;23.10.2017 14:18
send original documents to archive;5825;09.11.2017 06:59;09.11.2017 06:35
calculate payments;5825;23.11.2017 09:19;23.11.2017 08:46
pay expenses;5825;11.12.2017 07:59;11.12.2017 08:08
file travel request;5833;02.10.2017 06:59;02.10.2017 07:01
check if travel request needs preliminary price inquiry;5833;02.10.2017 07:01;02.10.2017 07:01
decide on approval requirements;5833;02.10.2017 07:01;02.10.2017 07:03
check if booking is necessary;5833;12.10.2017 12:05;12.10.2017 12:07
check if expense documents exist;5833;08.11.2017 11:09;08.11.2017 11:30
upload travel expense documents;5833;08.11.2017 11:30;08.11.2017 11:47
file travel expense report;5833;08.11.2017 11:47;08.11.2017 12:09
confirm travel expense report;5833;08.11.2017 12:09;08.11.2017 12:09
decide on travel expense approval;5833;08.11.2017 13:00;08.11.2017 13:07
send request for travel expense correction;5833;08.11.2017 13:07;08.11.2017 13:08
correct travel expense report;5833;15.11.2017 18:13;15.11.2017 19:36
decide on travel expense approval;5833;16.11.2017 12:59;16.11.2017 13:03
send original documents to archive;5833;21.11.2017 18:32;21.11.2017 18:53
calculate payments;5833;13.12.2017 15:33;13.12.2017 15:59
pay expenses;5833;29.12.2017 08:36;29.12.2017 08:44
file travel request;5834;02.10.2017 06:59;02.10.2017 07:09
check if travel request needs preliminary price inquiry;5834;02.10.2017 07:09;02.10.2017 07:09
decide on approval requirements;5834;02.10.2017 07:09;02.10.2017 07:10
check if booking is necessary;5834;12.10.2017 13:54;12.10.2017 13:59
check if expense documents exist;5834;27.11.2017 05:59;27.11.2017 06:38
upload travel expense documents;5834;27.11.2017 06:38;27.11.2017 06:55
file travel expense report;5834;27.11.2017 06:55;27.11.2017 07:12
confirm travel expense report;5834;27.11.2017 07:12;27.11.2017 07:15
decide on travel expense approval;5834;27.11.2017 13:08;27.11.2017 13:11
calculate payments;5834;13.12.2017 10:21;13.12.2017 10:34
send original documents to archive;5834;18.12.2017 05:59;18.12.2017 06:33
pay expenses;5834;28.12.2017 07:59;28.12.2017 08:09
file travel request;5839;02.10.2017 06:59;02.10.2017 07:08
check if travel request needs preliminary price inquiry;5839;02.10.2017 07:08;02.10.2017 07:09
decide on approval requirements;5839;02.10.2017 07:09;02.10.2017 07:11
check if booking is necessary;5839;12.10.2017 13:59;12.10.2017 14:03
upload travel expense documents;5839;02.11.2017 06:42;02.11.2017 06:51
file travel expense report;5839;02.11.2017 06:51;02.11.2017 06:58
confirm travel expense report;5839;02.11.2017 06:58;02.11.2017 06:59
check if expense documents exist;5839;02.11.2017 06:59;02.11.2017 06:42
decide on travel expense approval;5839;02.11.2017 13:01;02.11.2017 13:03
calculate payments;5839;20.11.2017 07:59;20.11.2017 08:35
send original documents to archive;5839;22.11.2017 09:51;22.11.2017 10:08
pay expenses;5839;11.12.2017 08:10;11.12.2017 08:21
file travel request;5843;02.10.2017 06:59;02.10.2017 07:14
check if travel request needs preliminary price inquiry;5843;02.10.2017 07:14;02.10.2017 07:16
decide on approval requirements;5843;02.10.2017 07:16;02.10.2017 07:18
check if booking is necessary;5843;12.10.2017 14:54;12.10.2017 14:58
file travel expense report;5843;02.11.2017 06:21;02.11.2017 06:35
